"Address","Status Code","Status","HTML Word Count","Rendered HTML Word Count","Word Count Change","JS Word Count %","HTML Title","Rendered HTML Title","HTML H1","Rendered HTML H1","HTML Meta Description","Rendered HTML Meta Description","HTML Canonical","Rendered HTML Canonical","Unique Inlinks","Unique JS Inlinks","Unique Outlinks","Unique JS Outlinks","Unique External Outlinks","Unique External JS Outlinks","HTML Meta Robots 1","HTML Meta Robots 2","Rendered HTML Meta Robots 1","Pretty URL","Ugly URL","JS Error","JS Warning","JS Info","JS Debug","JS Issue"
"https://magicworksitsolutions.com/","200","OK","486","0","","","MagicWorks · AI-First Digital Marketing Agency in Pune · MagicWorks","","Human strategy. Machine acceleration.","","Human strategy, machine acceleration. We turn traffic, leads, and operations into predictable revenue for ambitious Indian businesses. Book a discovery call.","","https://magicworksitsolutions.com/","","101","0","22","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/","https://magicworksitsolutions.com/","","","","",""
"https://magicworksitsolutions.com/services","200","OK","172","0","","","Services · MagicWorks","","Four pillars. Two that deliver, two that advise.","","Four service pillars: Digital Marketing, Web Development, AI Consultation, and Marketplace & Platform Consultation. Two that deliver, two that advise.","","https://magicworksitsolutions.com/services","","5","0","21","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/services","https://magicworksitsolutions.com/services","","","","",""
"https://magicworksitsolutions.com/insights/reports","200","OK","646","0","","","Reports · Insights · MagicWorks","","In-depth playbooks, free with your email.","","Downloadable research reports from MagicWorks on AI adoption, performance marketing, and digital strategy for Indian businesses.","","https://magicworksitsolutions.com/insights/reports","","101","0","28","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/insights/reports","https://magicworksitsolutions.com/insights/reports","","","","",""
"https://magicworksitsolutions.com/careers","200","OK","437","0","","","Careers at MagicWorks · MagicWorks","","Build what is next. Join MagicWorks.","","Join MagicWorks IT Solutions in Pune. We are hiring across digital marketing, web development, AI, design, and operations. See open roles.","","https://magicworksitsolutions.com/careers","","101","0","30","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/careers","https://magicworksitsolutions.com/careers","","","","",""
"https://magicworksitsolutions.com/industries/manufacturing","200","OK","389","0","","","Digital Marketing & AI Consultation for Manufacturing · MagicWorks","","Digital presence and AI readiness for Indian manufacturers.","","MagicWorks is the Priority 1 AI Consultation vertical for manufacturing. Digital presence, B2B lead generation, and AI process roadmaps for Indian manufacturers.","","https://magicworksitsolutions.com/industries/manufacturing","","101","0","21","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/industries/manufacturing","https://magicworksitsolutions.com/industries/manufacturing","","","","",""
"https://magicworksitsolutions.com/services/ai-consultation","200","OK","738","0","","","AI Consultation for Founders & Operators · MagicWorks","","A clear, defensible AI roadmap.","","A clear, defensible AI roadmap. Consultation only: we advise and design the path, and you choose who builds it. Independent AI advisory for Indian businesses.","","https://magicworksitsolutions.com/services/ai-consultation","","101","0","27","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/services/ai-consultation","https://magicworksitsolutions.com/services/ai-consultation","","","","",""
"https://magicworksitsolutions.com/group/magicflow-ai","200","OK","218","0","","","MagicFlow AI · MagicWorks Group · MagicWorks","","MagicFlow AI","","MagicFlow AI is an AI product from the MagicWorks Group, a SaaS chatbot and automation platform for businesses. Part of the MagicWorks family.","","https://magicworksitsolutions.com/group/magicflow-ai","","101","0","22","0","7","0","index, follow","index, follow","","https://magicworksitsolutions.com/group/magicflow-ai","https://magicworksitsolutions.com/group/magicflow-ai","","","","",""
"https://magicworksitsolutions.com/industries/professional-services","200","OK","394","0","","","AI Consultation & Digital Marketing for Professional Services · MagicWorks","","Trusted advisors advising trusted advisors.","","MagicWorks works with CA firms, law practices, consultancies, and advisory firms. Priority 2 vertical for AI Consultation. Trusted advisors advising trusted advisors.","","https://magicworksitsolutions.com/industries/professional-services","","101","0","21","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/industries/professional-services","https://magicworksitsolutions.com/industries/professional-services","","","","",""
"https://magicworksitsolutions.com/services/digital-marketing","200","OK","896","0","","","Digital Marketing Agency in Pune · MagicWorks","","Predictable revenue from traffic and leads.","","Predictable revenue from traffic and leads. Ten digital marketing services on a monthly retainer, with a commission tier for larger ad spends. Book a call.","","https://magicworksitsolutions.com/services/digital-marketing","","101","0","33","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/services/digital-marketing","https://magicworksitsolutions.com/services/digital-marketing","","","","",""
"https://magicworksitsolutions.com/industries/real-estate","200","OK","329","0","","","Digital Marketing & Web for Real Estate · MagicWorks","","Qualified buyer enquiries for every project launch.","","MagicWorks helps real estate developers generate qualified buyer enquiries. 6,500+ units in pipeline for Aishwaryam with below-benchmark CPL.","","https://magicworksitsolutions.com/industries/real-estate","","101","0","21","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/industries/real-estate","https://magicworksitsolutions.com/industries/real-estate","","","","",""
"https://magicworksitsolutions.com/industries/education","200","OK","326","0","","","Digital Marketing & Web Development for Education · MagicWorks","","High-intent student enquiries, compounding year on year.","","MagicWorks helps education businesses generate high-intent student enquiries. See how we drove 75,000+ qualified leads per year for SimpliDistance.","","https://magicworksitsolutions.com/industries/education","","101","0","21","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/industries/education","https://magicworksitsolutions.com/industries/education","","","","",""
"https://magicworksitsolutions.com/blog","200","OK","1796","0","","","Blog · MagicWorks","","Practical thinking on marketing, AI, and growth.","","Practical thinking on digital marketing, AI, web development, and business growth from the MagicWorks team.","","https://magicworksitsolutions.com/blog","","101","0","47","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/blog","https://magicworksitsolutions.com/blog","","","","",""
"https://magicworksitsolutions.com/privacy","200","OK","2223","0","","","Privacy Policy · MagicWorks","","Privacy Policy","","Privacy policy for magicworksitsolutions.com, MagicWorks IT Solutions Pvt. Ltd. How we collect, use, and protect your data under the DPDP Act 2023.","","https://magicworksitsolutions.com/privacy","","101","0","21","0","6","0","noindex, nofollow","","","https://magicworksitsolutions.com/privacy","https://magicworksitsolutions.com/privacy","","","","",""
"https://magicworksitsolutions.com/work","200","OK","545","0","","","Work · MagicWorks","","Results that speak plainly.","","Result-led case studies from MagicWorks. Education, real estate, manufacturing: real numbers, named clients, honest accounts of what changed.","","https://magicworksitsolutions.com/work","","101","0","33","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/work","https://magicworksitsolutions.com/work","","","","",""
"https://magicworksitsolutions.com/about","200","OK","458","0","","","About MagicWorks · MagicWorks","","17 years of practice. Evolving with purpose!","","Founded 2009. AI-first digital marketing agency in Pune. 17 years building for ambitious Indian businesses across digital marketing, web development, and AI.","","https://magicworksitsolutions.com/about","","101","0","22","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/about","https://magicworksitsolutions.com/about","","","","",""
"https://magicworksitsolutions.com/terms","200","OK","1318","0","","","Terms of Use · MagicWorks","","Terms of Use","","Terms of Use for magicworksitsolutions.com — MagicWorks IT Solutions Pvt. Ltd.","","https://magicworksitsolutions.com/terms","","101","0","23","0","6","0","noindex, nofollow","","","https://magicworksitsolutions.com/terms","https://magicworksitsolutions.com/terms","","","","",""
"https://magicworksitsolutions.com/group/magic-pipeline","200","OK","150","0","","","Magic Pipeline · MagicWorks Group · MagicWorks","","Magic Pipeline","","Magic Pipeline is a SaaS AI CRM and sales pipeline product from the MagicWorks Group. Part of the MagicWorks family.","","https://magicworksitsolutions.com/group/magic-pipeline","","101","0","22","0","7","0","index, follow","index, follow","","https://magicworksitsolutions.com/group/magic-pipeline","https://magicworksitsolutions.com/group/magic-pipeline","","","","",""
"https://magicworksitsolutions.com/group/magicworks-host","200","OK","141","0","","","MagicWorks Host · MagicWorks Group · MagicWorks","","MagicWorks Host","","Domain registration, web hosting, and SSL certificates from MagicWorks Host, part of the MagicWorks Group. All new hosting and domain enquiries handled here.","","https://magicworksitsolutions.com/group/magicworks-host","","101","0","22","0","7","0","index, follow","index, follow","","https://magicworksitsolutions.com/group/magicworks-host","https://magicworksitsolutions.com/group/magicworks-host","","","","",""
"https://magicworksitsolutions.com/contact","200","OK","249","0","","","Get in Touch · MagicWorks","","A thirty-minute call, no obligation.","","Book a thirty-minute discovery call with MagicWorks. No obligation. We will tell you honestly whether we are the right fit for your business.","","https://magicworksitsolutions.com/contact","","101","0","21","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/contact","https://magicworksitsolutions.com/contact","","","","",""
"https://magicworksitsolutions.com/services/web-development","200","OK","733","0","","","AI-Native Website Development · MagicWorks","","AI-native websites that compound brand and conversion.","","AI-native websites that compound brand and conversion. Built on Next.js to generate business, not just to look good. From idea to live in 3 to 10 weeks.","","https://magicworksitsolutions.com/services/web-development","","101","0","25","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/services/web-development","https://magicworksitsolutions.com/services/web-development","","","","",""
"https://magicworksitsolutions.com/insights/whitepapers","200","OK","249","0","","","Whitepapers | Insights · MagicWorks","","Research-backed whitepapers for decision-makers.","","Free whitepapers from MagicWorks IT Solutions: in-depth research on AI automation readiness and performance marketing ROI for Indian businesses.","","https://magicworksitsolutions.com/insights/whitepapers","","101","0","24","0","8","0","index, follow","index, follow","","https://magicworksitsolutions.com/insights/whitepapers","https://magicworksitsolutions.com/insights/whitepapers","","","","",""
"https://magicworksitsolutions.com/services/web-development/maintenance-amc","200","OK","437","0","","","Web AMC & Website Maintenance · MagicWorks · MagicWorks","","Keep the site we built fast, secure, and current.","","Ongoing maintenance for sites we built: uptime monitoring, security patches, content updates, and LLM cost management for AI-native sites.","","https://magicworksitsolutions.com/services/web-development/maintenance-amc","","4","0","25","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/services/web-development/maintenance-amc","https://magicworksitsolutions.com/services/web-development/maintenance-amc","","","","",""
"https://magicworksitsolutions.com/services/platform-consultation","200","OK","738","0","","","Marketplace & Platform Consultation · MagicWorks","","Founder-led judgment for platform builders.","","Founder-led judgment for portal and platform builders. Independent advice, no bundling. Strategy for edtech, B2B trade, and wellness platforms.","","https://magicworksitsolutions.com/services/platform-consultation","","101","0","26","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/services/platform-consultation","https://magicworksitsolutions.com/services/platform-consultation","","","","",""
"https://magicworksitsolutions.com/insights/whitepapers/ai-automation-readiness-indian-smes","200","OK","285","0","","","AI Automation Readiness for Indian SMEs | Whitepapers · MagicWorks","","AI Automation Readiness for Indian SMEs","","Most Indian SMEs know AI matters. Few know where they actually stand. This whitepaper gives founders and operations leaders a structured five-dimension readines","","https://magicworksitsolutions.com/insights/whitepapers/ai-automation-readiness-indian-smes","","2","0","23","0","7","0","index, follow","index, follow","","https://magicworksitsolutions.com/insights/whitepapers/ai-automation-readiness-indian-smes","https://magicworksitsolutions.com/insights/whitepapers/ai-automation-readiness-indian-smes","","","","",""
"https://magicworksitsolutions.com/insights/whitepapers/performance-marketing-roi","200","OK","280","0","","","Performance Marketing ROI: The MagicWorks Framework | Whitepapers · MagicWorks","","Performance Marketing ROI: The MagicWorks Framework","","Performance marketing in India is full of vanity metrics. This whitepaper delivers the measurement framework MagicWorks uses across client campaigns, covering a","","https://magicworksitsolutions.com/insights/whitepapers/performance-marketing-roi","","2","0","23","0","7","0","index, follow","index, follow","","https://magicworksitsolutions.com/insights/whitepapers/performance-marketing-roi","https://magicworksitsolutions.com/insights/whitepapers/performance-marketing-roi","","","","",""
"https://magicworksitsolutions.com/services/web-development/ai-native-websites","200","OK","562","0","","","AI-Native Website Development · MagicWorks · MagicWorks","","Websites that work, not just sit there.","","Websites built on Next.js with an LLM-backed backend and intelligent features, from chat to smart search. Our default build, live in 8 to 16 weeks.","","https://magicworksitsolutions.com/services/web-development/ai-native-websites","","4","0","25","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/services/web-development/ai-native-websites","https://magicworksitsolutions.com/services/web-development/ai-native-websites","","","","",""
"https://magicworksitsolutions.com/services/platform-consultation/roadmap-audit","200","OK","564","0","","","Platform Roadmap Audit · MagicWorks · MagicWorks","","A defensible platform roadmap, pressure-tested.","","A fixed-scope sprint that pressure-tests your platform strategy and returns a sequenced, defensible roadmap you can act on with any partner.","","https://magicworksitsolutions.com/services/platform-consultation/roadmap-audit","","5","0","25","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/services/platform-consultation/roadmap-audit","https://magicworksitsolutions.com/services/platform-consultation/roadmap-audit","","","","",""
"https://magicworksitsolutions.com/services/web-development/ecommerce","200","OK","434","0","","","E-commerce Website Development · MagicWorks · MagicWorks","","Stores built around the buying journey, not just the catalogue.","","Online stores built around the buying journey. AI-native commerce for ambitious roadmaps, or WooCommerce for simpler catalogues, with an AMC tail.","","https://magicworksitsolutions.com/services/web-development/ecommerce","","4","0","25","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/services/web-development/ecommerce","https://magicworksitsolutions.com/services/web-development/ecommerce","","","","",""
"https://magicworksitsolutions.com/services/platform-consultation/advisory-sprint","200","OK","360","0","","","Targeted Advisory Sprint · Platform Consultation · MagicWorks · MagicWorks","","One hard decision, resolved.","","A focused, fixed-fee engagement on a single hard platform decision: pricing model, marketplace liquidity, or build-or-buy on a specific module. 2 to 4 weeks.","","https://magicworksitsolutions.com/services/platform-consultation/advisory-sprint","","5","0","24","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/services/platform-consultation/advisory-sprint","https://magicworksitsolutions.com/services/platform-consultation/advisory-sprint","","","","",""
"https://magicworksitsolutions.com/work/b2b-enterprise-software-abm-demos","200","OK","265","0","","","B2B Enterprise Software Company Achieves 85 Demo Bookings Per Month With Account-Based Marketing · MagicWorks","","B2B Enterprise Software Company Achieves 85 Demo Bookings Per Month With Account-Based Marketing","","This enterprise software company had a genuinely superior product but was failing to reach decision-makers. The website attracted IT managers and junior de","","https://magicworksitsolutions.com/work/b2b-enterprise-software-abm-demos","","1","0","21","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/work/b2b-enterprise-software-abm-demos","https://magicworksitsolutions.com/work/b2b-enterprise-software-abm-demos","","","","",""
"https://magicworksitsolutions.com/services/platform-consultation/workshop","200","OK","345","0","","","Platform Strategy Workshop · MagicWorks · MagicWorks","","Align on the platform thesis before you build.","","A founder-led session to align your team on the platform thesis, the model, and the near-term priorities. The usual way to begin platform consultation.","","https://magicworksitsolutions.com/services/platform-consultation/workshop","","3","0","24","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/services/platform-consultation/workshop","https://magicworksitsolutions.com/services/platform-consultation/workshop","","","","",""
"https://magicworksitsolutions.com/services/platform-consultation/embedded-advisor","200","OK","360","0","","","Embedded Platform Advisor · MagicWorks · MagicWorks","","A senior platform advisor in your corner.","","Ongoing, founder-level platform judgment for founders executing a roadmap. Regular reviews, escalation support, and re-prioritisation. A follow-on only.","","https://magicworksitsolutions.com/services/platform-consultation/embedded-advisor","","3","0","23","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/services/platform-consultation/embedded-advisor","https://magicworksitsolutions.com/services/platform-consultation/embedded-advisor","","","","",""
"https://magicworksitsolutions.com/work/regional-retail-chain-footfall-growth","200","OK","235","0","","","Regional Retail Chain Increases Footfall 27% With Hyperlocal Store-Level Marketing · MagicWorks","","Regional Retail Chain Increases Footfall 27% With Hyperlocal Store-Level Marketing","","A regional retail chain with 6 store locations was struggling against national chains and online competitors. Festive campaign performance had declined yea","","https://magicworksitsolutions.com/work/regional-retail-chain-footfall-growth","","1","0","21","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/work/regional-retail-chain-footfall-growth","https://magicworksitsolutions.com/work/regional-retail-chain-footfall-growth","","","","",""
"https://magicworksitsolutions.com/work/commercial-contractor-b2b-project-inquiries","200","OK","267","0","","","Commercial Contractor Generates 13 Project Inquiries Per Month With B2B Digital Credibility Build · MagicWorks","","Commercial Contractor Generates 13 Project Inquiries Per Month With B2B Digital Credibility Build","","This commercial and industrial contractor had an excellent track record delivering large-scale projects but a digital credibility score of near zero. Procu","","https://magicworksitsolutions.com/work/commercial-contractor-b2b-project-inquiries","","1","0","21","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/work/commercial-contractor-b2b-project-inquiries","https://magicworksitsolutions.com/work/commercial-contractor-b2b-project-inquiries","","","","",""
"https://magicworksitsolutions.com/work/boutique-resort-direct-booking-growth","200","OK","262","0","","","Boutique Resort Grows Direct Bookings 38% and Reduces OTA Commission Dependency · MagicWorks","","Boutique Resort Grows Direct Bookings 38% and Reduces OTA Commission Dependency","","This boutique resort ran at strong occupancy but was bleeding net margin through OTA commissions of 18–22% per booking. Over 70% of all bookings came throu","","https://magicworksitsolutions.com/work/boutique-resort-direct-booking-growth","","1","0","21","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/work/boutique-resort-direct-booking-growth","https://magicworksitsolutions.com/work/boutique-resort-direct-booking-growth","","","","",""
"https://magicworksitsolutions.com/work/aishwaryam-real-estate-pipeline","200","OK","206","0","","","Aishwaryam Group Drives 6,500+ Units Into Pipeline With Dual-Funnel Campaigns · MagicWorks","","Aishwaryam Group Drives 6,500+ Units Into Pipeline With Dual-Funnel Campaigns","","Aishwaryam Group is a Pune-based residential developer with projects spanning budget and premium segments. To drive enquiries across both tiers simultaneou","","https://magicworksitsolutions.com/work/aishwaryam-real-estate-pipeline","","1","0","21","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/work/aishwaryam-real-estate-pipeline","https://magicworksitsolutions.com/work/aishwaryam-real-estate-pipeline","","","","",""
"https://magicworksitsolutions.com/work/srj-steel-b2b-digital-presence","200","OK","227","0","","","SRJ Steel Builds a Full-Funnel Digital Presence From Zero to 110+ RFQs Per Month · MagicWorks","","SRJ Steel Builds a Full-Funnel Digital Presence From Zero to 110+ RFQs Per Month","","SRJ Steel had grown entirely through dealer relationships and trade fairs, with no independent digital presence beyond a basic website. When key dealer rel","","https://magicworksitsolutions.com/work/srj-steel-b2b-digital-presence","","1","0","21","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/work/srj-steel-b2b-digital-presence","https://magicworksitsolutions.com/work/srj-steel-b2b-digital-presence","","","","",""
"https://magicworksitsolutions.com/work/multi-specialty-hospital-opd-growth","200","OK","247","0","","","Multi-Specialty Hospital Adds 1,100 OPD Bookings Per Month With Local SEO and Reputation Recovery · MagicWorks","","Multi-Specialty Hospital Adds 1,100 OPD Bookings Per Month With Local SEO and Reputation Recovery","","This multi-specialty hospital had strong clinical capabilities but was being outranked in Google Maps by competitors with weaker care outcomes but better d","","https://magicworksitsolutions.com/work/multi-specialty-hospital-opd-growth","","1","0","21","0","6","0","index, follow","index, follow","","https://magicworksitsolutions.com/work/multi-specialty-hospital-opd-growth","https://magicworksitsolutions.com/work/multi-specialty-hospital-opd-growth","","","","",""
